,title,gross,budget,genres,actor_1_name,language,country,title_year,content_rating,imdb_score,movie_facebook_likes,movie_imdb_link,imdb_id
126,The Matrix Reloaded,281492479.0,150000000.0,Action|Sci-Fi,Steve Bastoni,English,USA,2003.0,R,7.2,0,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,tt0234215
127,Thor: The Dark World,206360018.0,170000000.0,Action|Adventure|Fantasy,Chris Hemsworth,English,USA,2013.0,PG-13,7.1,63000,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,tt1981115
128,Mad Max: Fury Road,153629485.0,150000000.0,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,English,Australia,2015.0,R,8.1,191000,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,tt1392190
129,Angels & Demons,133375846.0,150000000.0,Mystery|Thriller,Tom Hanks,English,USA,2009.0,PG-13,6.7,0,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,tt0808151
130,Thor,181015141.0,150000000.0,Action|Adventure|Fantasy,Chris Hemsworth,English,USA,2011.0,PG-13,7.0,63000,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,tt0800369
131,Bolt,114053579.0,150000000.0,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,English,USA,2008.0,PG,6.9,0,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,tt0397892
132,G-Force,119420252.0,150000000.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,English,USA,2009.0,PG,5.1,0,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,tt0436339
133,Wrath of the Titans,83640426.0,150000000.0,Action|Adventure|Fantasy,Liam Neeson,English,USA,2012.0,PG-13,5.8,19000,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,tt1646987
134,Dark Shadows,79711678.0,100000000.0,Comedy|Fantasy|Horror,Johnny Depp,English,USA,2012.0,PG-13,6.2,82000,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,tt1077368
135,Mission: Impossible - Rogue Nation,195000874.0,150000000.0,Action|Adventure|Thriller,Tom Cruise,English,China,2015.0,PG-13,7.4,47000,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,tt2381249
136,The Wolfman,61937495.0,150000000.0,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,English,USA,2010.0,R,5.8,0,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,tt0780653
137,The Legend of Tarzan,124051759.0,180000000.0,Action|Adventure|Drama|Romance,Christoph Waltz,English,USA,2016.0,PG-13,6.6,29000,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,tt0918940
138,Bee Movie,126597121.0,150000000.0,Adventure|Animation|Comedy|Family,Matthew Broderick,English,USA,2007.0,PG,6.2,0,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,tt0389790
139,Kung Fu Panda 2,165230261.0,150000000.0,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,English,USA,2011.0,PG,7.3,20000,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,tt1302011
140,The Last Airbender,131564731.0,150000000.0,Action|Adventure|Family|Fantasy,Seychelle Gabriel,English,USA,2010.0,PG,4.2,18000,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,tt0938283
141,Mission: Impossible III,133382309.0,150000000.0,Action|Adventure|Thriller,Philip Seymour Hoffman,English,USA,2006.0,PG-13,6.9,0,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,tt0317919
142,White House Down,73103784.0,150000000.0,Action|Drama|Thriller,Channing Tatum,English,USA,2013.0,PG-13,6.4,33000,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,tt2334879
143,Mars Needs Moms,21379315.0,150000000.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,English,USA,2011.0,PG,5.4,0,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,tt1305591
144,Flushed Away,64459316.0,149000000.0,Adventure|Animation|Comedy|Family,Hugh Jackman,English,UK,2006.0,PG,6.7,0,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,tt0424095
145,Pan,34964818.0,150000000.0,Adventure|Family|Fantasy,Hugh Jackman,English,USA,2015.0,PG,5.8,24000,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,tt3332064
146,Mr. Peabody & Sherman,111505642.0,145000000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,English,USA,2014.0,PG,6.9,11000,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,tt0864835
147,Troy,133228348.0,175000000.0,Adventure,Brad Pitt,English,USA,2004.0,R,7.2,0,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,tt0332452
148,Madagascar 3: Europe's Most Wanted,216366733.0,145000000.0,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,English,USA,2012.0,PG,6.9,17000,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,tt1277953
149,Die Another Day,160201106.0,142000000.0,Action|Adventure|Thriller,Toby Stephens,English,UK,2002.0,PG-13,6.1,0,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,tt0246460
150,Ghostbusters,118099659.0,144000000.0,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,English,USA,2016.0,PG-13,5.5,62000,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,tt1289401
151,Armageddon,201573391.0,140000000.0,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,English,USA,1998.0,PG-13,6.6,11000,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,tt0120591
152,Men in Black II,190418803.0,140000000.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,English,USA,2002.0,PG-13,6.1,2000,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,tt0120912
153,Beowulf,82161969.0,150000000.0,Action|Adventure|Animation|Fantasy,Robin Wright,English,USA,2007.0,PG-13,6.3,3000,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,tt0442933
154,Kung Fu Panda 3,143523463.0,145000000.0,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,English,USA,2016.0,PG,7.2,24000,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,tt2267968
155,Mission: Impossible - Ghost Protocol,209364921.0,145000000.0,Action|Adventure|Thriller,Tom Cruise,English,USA,2011.0,PG-13,7.4,35000,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,tt1229238
156,Rise of the Guardians,103400692.0,145000000.0,Adventure|Animation|Family|Fantasy,Hugh Jackman,English,USA,2012.0,PG,7.3,25000,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,tt1446192
157,Fun with Dick and Jane,110332737.0,100000000.0,Comedy|Crime,John Michael Higgins,English,USA,2005.0,PG-13,6.1,2000,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,tt0369441
158,The Last Samurai,111110575.0,140000000.0,Action|Drama|History|War,Tom Cruise,English,USA,2003.0,R,7.7,0,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,tt0325710
159,Exodus: Gods and Kings,65007045.0,140000000.0,Action|Adventure|Drama,Christian Bale,English,UK,2014.0,PG-13,6.1,51000,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,tt1528100
160,Star Trek,257704099.0,150000000.0,Action|Adventure|Sci-Fi,Chris Hemsworth,English,USA,2009.0,PG-13,8.0,19000,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,tt0796366
161,Spider-Man,403706375.0,139000000.0,Action|Adventure|Fantasy|Romance,J.K. Simmons,English,USA,2002.0,PG-13,7.3,5000,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,tt0145487
162,How to Train Your Dragon 2,176997107.0,145000000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,English,USA,2014.0,PG,7.9,46000,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,tt1646971
163,Gods of Egypt,31141074.0,140000000.0,Action|Adventure|Fantasy,Gerard Butler,English,USA,2016.0,PG-13,5.5,24000,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,tt2404233
164,Stealth,31704416.0,135000000.0,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,English,USA,2005.0,PG-13,5.0,0,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,tt0382992
165,Watchmen,107503316.0,130000000.0,Action|Drama|Mystery|Sci-Fi,Matt Frewer,English,USA,2009.0,R,7.7,18000,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,tt0409459
166,Lethal Weapon 4,129734803.0,140000000.0,Action|Crime|Thriller,Jet Li,English,USA,1998.0,R,6.6,0,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,tt0122151
167,Hulk,132122995.0,137000000.0,Action|Sci-Fi,Kevin Rankin,English,USA,2003.0,PG-13,5.7,0,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,tt0286716
168,G.I. Joe: Retaliation,122512052.0,130000000.0,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,English,USA,2013.0,PG-13,5.8,42000,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,tt1583421
169,Sahara,68642452.0,130000000.0,Action|Adventure|Comedy|Thriller,Matthew McConaughey,English,UK,2005.0,PG-13,6.0,0,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,tt0318649
170,Final Fantasy: The Spirits Within,32131830.0,137000000.0,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,English,USA,2001.0,PG-13,6.4,0,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,tt0173840
171,Captain America: The First Avenger,176636816.0,140000000.0,Action|Adventure|Sci-Fi,Chris Evans,English,USA,2011.0,PG-13,6.9,46000,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,tt0458339
172,The World Is Not Enough,126930660.0,135000000.0,Action|Adventure|Thriller,Colin Salmon,English,UK,1999.0,PG-13,6.4,2000,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,tt0143145
173,Master and Commander: The Far Side of the World,93926386.0,150000000.0,Action|Adventure|Drama|History|War,James D'Arcy,English,USA,2003.0,PG-13,7.4,0,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,tt0311113
174,The Twilight Saga: Breaking Dawn - Part 2,292298923.0,120000000.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,English,USA,2012.0,PG-13,5.5,65000,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,tt1673434
175,Happy Feet 2,63992328.0,135000000.0,Animation|Comedy|Family|Musical,Robin Williams,English,Australia,2011.0,PG,5.9,0,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,tt1402488
176,The Incredible Hulk,134518390.0,150000000.0,Action|Adventure|Sci-Fi,Ty Burrell,English,USA,2008.0,PG-13,6.8,0,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,tt0800080
178,The BFG,52792307.0,140000000.0,Adventure|Family|Fantasy,Mark Rylance,English,UK,2016.0,PG,6.8,27000,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,tt3691740
179,The Revenant,183635922.0,135000000.0,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,English,USA,2015.0,R,8.1,190000,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,tt1663202
180,Turbo,83024900.0,135000000.0,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,English,USA,2013.0,PG,6.5,13000,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,tt1860353
181,Rango,123207194.0,135000000.0,Adventure|Animation|Comedy|Family|Western,Johnny Depp,English,USA,2011.0,PG,7.2,26000,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,tt1192628
182,Penguins of Madagascar,83348920.0,132000000.0,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,English,USA,2014.0,PG,6.7,11000,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,tt1911658
183,The Bourne Ultimatum,227137090.0,110000000.0,Action|Mystery|Thriller,Matt Damon,English,USA,2007.0,PG-13,8.1,0,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,tt0440963
184,Kung Fu Panda,215395021.0,130000000.0,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,English,USA,2008.0,PG,7.6,6000,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,tt0441773
185,Ant-Man,180191634.0,130000000.0,Action|Adventure|Comedy|Sci-Fi,Judy Greer,English,USA,2015.0,PG-13,7.4,61000,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,tt0478970
186,The Hunger Games: Catching Fire,424645577.0,130000000.0,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,English,USA,2013.0,PG-13,7.6,82000,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,tt1951264
187,The Twilight Saga: Breaking Dawn - Part 2,292298923.0,120000000.0,Adventure|Drama|Fantasy|Romance,Robert Pattinson,English,USA,2012.0,PG-13,5.5,65000,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,tt1673434
188,Home,177343675.0,135000000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,English,USA,2015.0,PG,6.7,26000,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,tt2224026
189,War of the Worlds,234277056.0,132000000.0,Adventure|Sci-Fi|Thriller,Tom Cruise,English,USA,2005.0,PG-13,6.5,0,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,tt0407304
190,Bad Boys II,138396624.0,130000000.0,Action|Comedy|Crime|Thriller,Will Smith,English,USA,2003.0,R,6.6,0,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,tt0172156
191,Puss in Boots,149234747.0,130000000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,English,USA,2011.0,PG,6.7,16000,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,tt0448694
192,Salt,118311368.0,110000000.0,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,English,USA,2010.0,PG-13,6.4,23000,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,tt0944835
193,Noah,101160529.0,125000000.0,Action|Adventure|Drama,Anthony Hopkins,English,USA,2014.0,PG-13,5.8,71000,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,tt1959490
194,The Adventures of Tintin,77564037.0,135000000.0,Action|Adventure|Family|Mystery,Toby Jones,English,USA,2011.0,PG,7.4,44000,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,tt0983193
195,Harry Potter and the Prisoner of Azkaban,249358727.0,130000000.0,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,English,UK,2004.0,PG,7.8,11000,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,tt0304141
196,Australia,49551662.0,130000000.0,Adventure|Drama|Romance|War,Essie Davis,English,Australia,2008.0,PG-13,6.6,0,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,tt0455824
197,After Earth,60522097.0,130000000.0,Action|Adventure|Sci-Fi,Will Smith,English,USA,2013.0,PG-13,4.9,37000,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,tt1815862
198,Dinosaur,137748063.0,127500000.0,Adventure|Animation|Family|Thriller,Alfre Woodard,English,USA,2000.0,PG,6.5,0,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,tt0130623
199,Harry Potter and the Deathly Hallows: Part II,,,Action|Fantasy,Rupert Grint,English,UK,2011.0,,7.5,40,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,tt1680310
200,Night at the Museum: Secret of the Tomb,113733726.0,127000000.0,Adventure|Comedy|Family|Fantasy,Robin Williams,English,USA,2014.0,PG,6.2,11000,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,tt2692250
201,Megamind,148337537.0,130000000.0,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,English,USA,2010.0,PG,7.3,13000,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,tt1001526
202,Harry Potter and the Sorcerer's Stone,317557891.0,125000000.0,Adventure|Family|Fantasy,Daniel Radcliffe,English,UK,2001.0,PG,7.5,16000,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,tt0241527
203,R.I.P.D.,33592415.0,130000000.0,Action|Comedy|Fantasy,Ryan Reynolds,English,USA,2013.0,PG-13,5.6,20000,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,tt0790736
205,Pirates of the Caribbean: The Curse of the Black Pearl,305388685.0,140000000.0,Action|Adventure|Fantasy,Johnny Depp,English,USA,2003.0,PG-13,8.1,10000,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,tt0325980
206,Harry Potter and the Deathly Hallows: Part I,,,Fantasy,Rupert Grint,English,UK,2010.0,,6.4,25,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,tt1571403
207,The Hunger Games: Mockingjay - Part 1,337103873.0,125000000.0,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,English,USA,2014.0,PG-13,6.7,52000,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,tt1951265
208,The Da Vinci Code,217536138.0,125000000.0,Mystery|Thriller,Tom Hanks,English,USA,2006.0,PG-13,6.6,0,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,tt0382625
209,Rio 2,131536019.0,103000000.0,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,English,USA,2014.0,G,6.4,0,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,tt2357291
210,X-Men 2,214948780.0,110000000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,English,Canada,2003.0,PG-13,7.5,0,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,tt0290334
211,Fast Five,209805005.0,125000000.0,Action|Crime|Thriller,Paul Walker,English,USA,2011.0,PG-13,7.3,54000,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,tt1596343
212,Sherlock Holmes: A Game of Shadows,186830669.0,125000000.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,English,USA,2011.0,PG-13,7.5,39000,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,tt1515091
213,Clash of the Titans,163192114.0,125000000.0,Action|Adventure|Fantasy,Liam Neeson,English,USA,2010.0,PG-13,5.8,15000,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,tt0800320
214,Total Recall,119412921.0,65000000.0,Action|Sci-Fi,Ronny Cox,English,USA,1990.0,R,7.5,0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,tt0100802
215,The 13th Warrior,32694788.0,85000000.0,Action|Adventure|History,Tony Curran,English,USA,1999.0,R,6.6,0,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,tt0120657
216,The Bourne Legacy,113165635.0,125000000.0,Action|Adventure|Thriller,Jeremy Renner,English,USA,2012.0,PG-13,6.7,31000,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,tt1194173
217,Batman & Robin,107285004.0,125000000.0,Action,Michael Gough,English,USA,1997.0,PG-13,3.7,0,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,tt0118688
218,How the Grinch Stole Christmas,260031035.0,123000000.0,Comedy|Family|Fantasy,Clint Howard,English,USA,2000.0,PG,6.0,0,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,tt0170016
219,The Day After Tomorrow,186739919.0,125000000.0,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,English,USA,2004.0,PG-13,6.4,19000,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,tt0319262
220,Mission: Impossible II,215397307.0,125000000.0,Action|Adventure|Thriller,Tom Cruise,English,USA,2000.0,PG-13,6.1,0,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,tt0120755
221,The Perfect Storm,182618434.0,140000000.0,Action|Adventure|Drama|Thriller,Karen Allen,English,USA,2000.0,PG-13,6.4,0,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,tt0177971
222,Fantastic 4: Rise of the Silver Surfer,131920333.0,130000000.0,Action|Adventure|Sci-Fi|Thriller,Chris Evans,English,USA,2007.0,PG,5.6,0,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,tt0486576
223,Life of Pi,124976634.0,120000000.0,Adventure|Drama|Fantasy,Suraj Sharma,English,USA,2012.0,PG,8.0,122000,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,tt0454876
224,Ghost Rider,115802596.0,110000000.0,Action|Fantasy|Thriller,Nicolas Cage,English,USA,2007.0,PG-13,5.2,0,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,tt0259324
225,Jason Bourne,108521835.0,120000000.0,Action|Thriller,Matt Damon,English,UK,2016.0,PG-13,7.1,31000,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,tt4196776
226,Charlie's Angels: Full Throttle,100685880.0,120000000.0,Action|Adventure|Comedy|Crime,Demi Moore,English,USA,2003.0,PG-13,4.8,0,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,tt0305357
227,Prometheus,126464904.0,130000000.0,Adventure|Mystery|Sci-Fi,Michael Fassbender,English,USA,2012.0,R,7.0,97000,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,tt1446714
228,Stuart Little 2,64736114.0,120000000.0,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,English,USA,2002.0,PG,5.4,459,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,tt0243585
229,Elysium,93050117.0,115000000.0,Action|Drama|Sci-Fi|Thriller,Matt Damon,English,USA,2013.0,R,6.6,61000,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,tt1535108
230,The Chronicles of Riddick,57637485.0,105000000.0,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,English,USA,2004.0,PG-13,6.7,0,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,tt0296572
231,RoboCop,58607007.0,100000000.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,English,USA,2014.0,PG-13,6.2,60000,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,tt1234721
232,Speed Racer,43929341.0,120000000.0,Action|Family|Sport,Scott Porter,English,USA,2008.0,PG,6.1,0,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,tt0811080
233,How Do You Know,30212620.0,120000000.0,Comedy|Drama|Romance,Shelley Conn,English,USA,2010.0,PG-13,5.3,0,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,tt1341188
234,Knight and Day,76418654.0,117000000.0,Action|Comedy|Romance,Tom Cruise,English,USA,2010.0,PG-13,6.3,11000,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,tt1013743
235,Oblivion,89021735.0,120000000.0,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,English,USA,2013.0,PG-13,7.0,71000,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,tt1483013
236,Star Wars: Episode III - Revenge of the Sith,380262555.0,113000000.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,English,USA,2005.0,PG-13,7.6,10000,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,tt0121766
237,Star Wars: Episode II - Attack of the Clones,310675583.0,115000000.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,English,USA,2002.0,PG,6.7,0,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,tt0121765
238,"Monsters, Inc.",289907418.0,115000000.0,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,English,USA,2001.0,G,8.1,0,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,tt0198781
239,The Wolverine,132550960.0,120000000.0,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,English,USA,2013.0,PG-13,6.7,68000,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,tt1430132
240,Star Wars: Episode I - The Phantom Menace,474544677.0,115000000.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,English,USA,1999.0,PG,6.5,13000,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,tt0120915
241,The Croods,187165546.0,135000000.0,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,English,USA,2013.0,PG,7.3,28000,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,tt0481499
243,Windtalkers,40911830.0,115000000.0,Action|Drama|War,Nicolas Cage,English,USA,2002.0,R,6.0,0,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,tt0245562
244,The Huntsman: Winter's War,47952020.0,115000000.0,Action|Adventure|Drama|Fantasy,Chris Hemsworth,English,USA,2016.0,PG-13,6.1,16000,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1,tt2381991
245,Teenage Mutant Ninja Turtles,190871240.0,125000000.0,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,English,USA,2014.0,PG-13,5.9,62000,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,tt1291150
